FID;cod_aldeia;nome_aldeia;cod_ti;cod_municipio;data_cadastro;flag_ativo;nome_cr;the_geom;nommunic;nomuf;undadm_codigo;coord_lat;coord_long
aldeias_pontos.fid--75d69c06_18603bad6f5_-119a;2659;SÃO FRANCISCO DO CANIMARI;41501;1300060;26/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-68.3523666667 -3.38581944444);Amaturá;Amazonas;30202001857;-338581944;-6835236667
aldeias_pontos.fid--75d69c06_18603bad6f5_-118d;3473;SÃO JERONIMO;41601;4124707;16/10/2018;A;COORDENACAO REGIONAL DE GUARAPUAVA;POINT (-50.7420611111 -23.7384861111);São Jerônimo da Serra;Paraná;30202002408;-2373848611;-5074206111
aldeias_pontos.fid--75d69c06_18603bad6f5_-1cc6;4472;Bom Pastor;41701;1300607;28/07/2021;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-69.6427777778 -4.36916666667);Benjamin Constant;Amazonas;30202001857;-436916667;-6964277778
aldeias_pontos.fid--75d69c06_18603bad6f5_-14d1;2766;NOVO PORTO LIMA;41701;1300607;27/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-69.7302055556 -4.37172777778);Benjamin Constant;Amazonas;30202001857;-437172778;-6973020556
aldeias_pontos.fid--75d69c06_18603bad6f5_-119e;2767;SÃO FRANCISCO;41701;1300607;27/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-69.7375972222 -4.37277777778);Benjamin Constant;Amazonas;30202001857;-437277778;-6973759722
aldeias_pontos.fid--75d69c06_18603bad6f5_-1156;2765;SÃO LEOPOLDO;41701;1300607;27/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-69.7062777778 -4.37874444444);Benjamin Constant;Amazonas;30202001857;-437874444;-6970627778
aldeias_pontos.fid--75d69c06_18603bad6f5_-112c;3565;SÃO PEDRO;41801;1302405;25/10/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-65.7379388889 -7.91691111111);Lábrea;Amazonas;30202001871;-791691111;-6573793889
aldeias_pontos.fid--75d69c06_18603bad6f5_-112e;3572;SÃO PEDRO;41901;1302405;25/10/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-65.7379388889 -7.91691111111);Lábrea;Amazonas;30202001878;-791691111;-6573793889
aldeias_pontos.fid--75d69c06_18603bad6f5_-1d2d;2685;BICO DA CHALEIRA;42001;1304237;26/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.59645 -2.75477777778);Tonantins;Amazonas;30202001857;-275477778;-6759645
aldeias_pontos.fid--75d69c06_18603bad6f5_-1cdc;2690;BOM FUTURO;42001;1304237;26/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.6411055556 -2.76464166667);Tonantins;Amazonas;30202001857;-276464167;-6764110556
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b17;4506;Cumã;42001;1304237;29/07/2021;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.5247222222 -2.58027777778);Tonantins;Amazonas;30202001857;-258027778;-6752472222
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ab3;2689;ESPIRITO SANTO;42001;1304237;26/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.6356527778 -2.76244444444);Tonantins;Amazonas;30202001857;-276244444;-6763565278
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ab1;4548;ESPÍRITO SANTO;42001;1304237;16/08/2021;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.6356388889 -2.76236111111);Tonantins;Amazonas;30202001857;-276236111;-6763563889
aldeias_pontos.fid--75d69c06_18603bad6f5_-18fa;4550;JERUSALÉM DO URUTUBA;42001;1304237;16/08/2021;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.1664416667 -2.61383055556);Tonantins;Amazonas;30202001857;-261383056;-6716644167
aldeias_pontos.fid--75d69c06_18603bad6f5_-17bd;1778;LAGO BAIXO;42001;1304237;10/05/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.5254444444 -2.58011111111);Tonantins;Amazonas;30202001857;-258011111;-6752544444
aldeias_pontos.fid--75d69c06_18603bad6f5_-15cf;4551;MURIA;42001;1304237;16/08/2021;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.6615555556 -2.77269166667);Tonantins;Amazonas;30202001857;-277269167;-6766155556
aldeias_pontos.fid--75d69c06_18603bad6f5_-15ce;1787;MURIÁ;42001;1304237;10/05/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.6624527778 -2.77186944444);Tonantins;Amazonas;30202001857;-277186944;-6766245278
aldeias_pontos.fid--75d69c06_18603bad6f5_-158a;2683;NOSSA SENHORA DE NAZARE;42001;1304237;26/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.5815111111 -2.75426111111);Tonantins;Amazonas;30202001857;-275426111;-6758151111
aldeias_pontos.fid--75d69c06_18603bad6f5_-1574;2686;NOVA ALIANÇA;42001;1304237;26/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.6078527778 -2.75567777778);Tonantins;Amazonas;30202001857;-275567778;-6760785278
aldeias_pontos.fid--75d69c06_18603bad6f5_-1533;1819;NOVA JERUSALEM;42001;1304237;14/05/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.5911694444 -2.75567777778);Tonantins;Amazonas;30202001857;-275567778;-6759116944
aldeias_pontos.fid--75d69c06_18603bad6f5_-14ec;2681;NOVO IRASEL;42001;1304237;26/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.582075 -2.75291666667);Tonantins;Amazonas;30202001857;-275291667;-67582075
aldeias_pontos.fid--75d69c06_18603bad6f5_-14e9;1780;NOVO KUMÃ;42001;1304237;10/05/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.4885805556 -2.60781388889);Tonantins;Amazonas;30202001857;-260781389;-6748858056
aldeias_pontos.fid--75d69c06_18603bad6f5_-1224;1783;SANTA FÉ;42001;1304237;10/05/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.6005138889 -2.75454444444);Tonantins;Amazonas;30202001857;-275454444;-6760051389
aldeias_pontos.fid--75d69c06_18603bad6f5_-1222;1785;SANTA FÉ DO RIO SOLIMÕES;42001;1304237;10/05/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.6052944444 -2.75441111111);Tonantins;Amazonas;30202001857;-275441111;-6760529444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1221;1779;SANTA FÉ/IGARAPÉ COPERÇU;42001;1304237;10/05/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.5244666667 -2.63940833333);Tonantins;Amazonas;30202001857;-263940833;-6752446667
aldeias_pontos.fid--75d69c06_18603bad6f5_-11b2;2688;SÃO DOMINGOS I;42001;1304237;26/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.6271194444 -2.75708333333);Tonantins;Amazonas;30202001857;-275708333;-6762711944
aldeias_pontos.fid--75d69c06_18603bad6f5_-1160;2682;SÃO JOSE DO AMPARO;42001;1304237;26/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.5834277778 -2.75377777778);Tonantins;Amazonas;30202001857;-275377778;-6758342778
aldeias_pontos.fid--75d69c06_18603bad6f5_-115f;4555;SÃO JOSÉ DO AMPARO;42001;1304237;16/08/2021;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.0050805556 -2.75377777778);Tonantins;Amazonas;30202001857;-275377778;-6700508056
aldeias_pontos.fid--75d69c06_18603bad6f5_-1157;1786;SÃO LÁZARO;42001;1304237;10/05/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.6141472222 -2.75568888889);Tonantins;Amazonas;30202001857;-275568889;-6761414722
aldeias_pontos.fid--75d69c06_18603bad6f5_-1115;1782;SÃO SEBASTIÃO;42001;1304237;10/05/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.5933444444 -2.75504444444);Tonantins;Amazonas;30202001857;-275504444;-6759334444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ee5;4513;Aldeia Pivi;42101;5106752;12/08/2021;A;COORDENACAO REGIONAL DE CUIABA;POINT (-59.4747083333 -14.9788805556);Pontes e Lacerda;Mato Grosso;30202002025;-1497888056;-5947470833
aldeias_pontos.fid--75d69c06_18603bad6f5_-1eb2;4512;Aldeia Serra da Borda;42101;5103361;12/08/2021;A;COORDENACAO REGIONAL DE CUIABA;POINT (-59.5558444444 -14.7943138889);Conquista D´Oeste;Mato Grosso;30202002025;-1479431389;-5955584444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1bef;4516;Canachuê;42101;5103361;12/08/2021;A;COORDENACAO REGIONAL DE CUIABA;POINT (-59.4354638889 -14.7216666667);Conquista D´Oeste;Mato Grosso;30202002025;-1472166667;-5943546389
aldeias_pontos.fid--75d69c06_18603bad6f5_-1a76;4515;Figueiras (Aldeia do Danilo);42101;5103361;12/08/2021;A;COORDENACAO REGIONAL DE CUIABA;POINT (-59.3279944444 -14.842025);Conquista D´Oeste;Mato Grosso;30202002025;-14842025;-5932799444
aldeias_pontos.fid--75d69c06_18603bad6f5_-13f0;4514;Paukalira (Piscina);42101;5106182;12/08/2021;A;COORDENACAO REGIONAL DE CUIABA;POINT (-59.6173277778 -14.7691027778);Nova Lacerda;Mato Grosso;30202002025;-1476910278;-5961732778
aldeias_pontos.fid--75d69c06_18603bad6f5_-10f3;2381;Sararé Centra;42101;5106752;19/07/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-59.3984777778 -14.7906444444);Pontes e Lacerda;Mato Grosso;30202002025;-1479064444;-5939847778
aldeias_pontos.fid--75d69c06_18603bad6f5_-10f2;3101;SASSORÓ;42201;5007950;05/09/2018;A;COORDENACAO REGIONAL DE PONTA PORA;POINT (-54.7778694444 -23.59395);Tacuru;Mato Grosso do Sul;30202002018;-2359395;-5477786944
aldeias_pontos.fid--75d69c06_18603bad6f5_-1aa2;2584;ESTIRÃO GRANDE;42301;4309704;24/07/2018;A;COORDENACAO REGIONAL DO MADEIRA;POINT (-61.7140527778 -6.42904166667);Humaitá;Rio Grande do Sul;30202001864;-642904167;-6171405278
aldeias_pontos.fid--75d69c06_18603bad6f5_-1602;1876;MORCEGO;42401;1400100;16/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.6328694444 3.23529166667);Boa Vista;Roraima;30202001955;323529167;-6063286944
aldeias_pontos.fid--75d69c06_18603bad6f5_-10d4;1877;SERRA DA MOÇA;42401;1400100;16/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.6946527778 3.22980833333);Boa Vista;Roraima;30202001955;322980833;-6069465278
aldeias_pontos.fid--75d69c06_18603bad6f5_-10ce;2024;SERRA DO TRUARÚ;42401;1400100;29/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.6735777778 3.2716);Boa Vista;Roraima;30202001955;32716;-6067357778
aldeias_pontos.fid--75d69c06_18603bad6f5_-1bca;266;Capoeirão;42501;3523305;;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-47.368763888889 -24.200472222222);Itariri;São Paulo;30202002074;-2420047222;-4736876389
aldeias_pontos.fid--75d69c06_18603bad6f5_-143f;1229;Paraiso;42501;3520301;09/08/2017;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-47.1461527778 -24.4084444444);Iguape;São Paulo;30202002074;-2440844444;-4714615278
aldeias_pontos.fid--75d69c06_18603bad6f5_-143b;1333;Paraíso;42501;3520301;02/04/2018;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-47.1461527778 -24.4084444444);Iguape;São Paulo;30202002074;-2440844444;-4714615278
aldeias_pontos.fid--75d69c06_18603bad6f5_-128c;267;Rio do Azeite;42501;3523305;;A;COORDENACAO REGIONAL LITORAL SUDESTE;POINT (-47.523833333333 -24.680027777778);Itariri;São Paulo;30202002074;-2468002778;-4752383333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f4d;117;Água Fria;42601;5105150;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.218333333333 -11.134444444444);Juína;Mato Grosso;30202002032;-1113444444;-5921833333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1a45;119;Furquim;42601;5105150;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.233888888889 -11.016666666667);Juína;Mato Grosso;30202002032;-1101666667;-5923388889
aldeias_pontos.fid--75d69c06_18603bad6f5_-1489;120;Pacovinha;42601;5105150;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.233611111111 -10.883611111111);Juína;Mato Grosso;30202002032;-1088361111;-5923361111
aldeias_pontos.fid--75d69c06_18603bad6f5_-1281;114;Rio Seco;42601;5105150;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.251944444444 -11.234722222222);Juína;Mato Grosso;30202002032;-1123472222;-5925194444
aldeias_pontos.fid--75d69c06_18603bad6f5_-127e;118;Rio Verde;42601;5105150;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.368611111111 -11.233611111111);Juína;Mato Grosso;30202002032;-1123361111;-5936861111
aldeias_pontos.fid--75d69c06_18603bad6f5_-10c9;115;Serra Morena;42601;5105150;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.3 -11.233333333333);Juína;Mato Grosso;30202002032;-1123333333;-593
aldeias_pontos.fid--75d69c06_18603bad6f5_-e4e;116;Yamasá Ei;42601;5105150;;A;COORDENACAO REGIONAL NOROESTE DO MATO GROSSO;POINT (-59.234444444444 -11.185555555556);Juína;Mato Grosso;30202002032;-1118555556;-5923444444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e86;4291;Alto Recreio;42701;4316105;19/03/2021;A;COORDENACAO REGIONAL DE PASSO FUNDO;POINT (-52.8400833333 -27.6802083333);Ronda Alta;Rio Grande do Sul;30202002081;-2768020833;-5284008333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1bd4;4292;Capinzal;42701;4305801;19/03/2021;A;COORDENACAO REGIONAL DE PASSO FUNDO;POINT (-52.9258027778 -27.6693611111);Constantina;Rio Grande do Sul;30202002081;-2766936111;-5292580278
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ccf;3564;BOM JESUS;42801;1303502;25/10/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-66.8549388889 -7.92669166667);Pauini;Amazonas;30202001878;-792669167;-6685493889
aldeias_pontos.fid--75d69c06_18603bad6f5_-16c2;3563;MARINE;42801;1303502;25/10/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-66.8816055556 -7.99656111111);Pauini;Amazonas;30202001878;-799656111;-6688160556
aldeias_pontos.fid--75d69c06_18603bad6f5_-10b9;3110;SETE CERROS;42901;5006358;06/09/2018;A;COORDENACAO REGIONAL DE PONTA PORA;POINT (-55.4997972222 -23.5770805556);Paranhos;Mato Grosso do Sul;30202002018;-2357708056;-5549979722
aldeias_pontos.fid--75d69c06_18603bad6f5_-1eea;2330;ALDEIA PAITER - LINHA 09;43001;1100049;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.3622833333 -11.1050444444);Cacoal;Rondônia;30202001934;-1110504444;-6136228333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e7e;2333;AMARAL;43001;1100049;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.2999972222 -11.1954166667);Cacoal;Rondônia;30202001934;-1119541667;-6129999722
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e4f;2326;APOENA MEIRELES;43001;5101407;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.4069055556 -10.8113611111);Aripuanã;Mato Grosso;30202001934;-1081136111;-6140690556
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ded;3757;Atamuya (Tamoia);43001;1101203;29/03/2019;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.3627222222 -11.1131388889);Ministro Andreazza;Rondônia;30202001934;-1111313889;-6136272222
aldeias_pontos.fid--75d69c06_18603bad6f5_-1d32;2325;BETHEL;43001;1100098;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-60.9474444444 -10.9823333333);Espigão D´Oeste;Rondônia;30202001934;-1098233333;-6094744444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b8f;2332;CENTRAL LINHA 10;43001;1100049;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.3345861111 -11.1100833333);Cacoal;Rondônia;30202001934;-1111008333;-6133458611
aldeias_pontos.fid--75d69c06_18603bad6f5_-1a44;2324;Gajere;43001;1100098;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-60.9245555556 -10.9565555556);Espigão D´Oeste;Rondônia;30202001934;-1095655556;-6092455556
aldeias_pontos.fid--75d69c06_18603bad6f5_-1a3c;2340;GAMIR;43001;1100049;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.1840833333 -11.2198583333);Cacoal;Rondônia;30202001934;-1121985833;-6118408333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1986;3880;IRATANA;43001;1100049;03/04/2019;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.3329055556 -11.114675);Cacoal;Rondônia;30202001934;-11114675;-6133290556
aldeias_pontos.fid--75d69c06_18603bad6f5_-18ec;2334;JOAQUIM;43001;1100049;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.2997472222 -11.2034777778);Cacoal;Rondônia;30202001934;-1120347778;-6129974722
aldeias_pontos.fid--75d69c06_18603bad6f5_-18be;2337;KABANEY;43001;1100049;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.11375 -11.1155277778);Cacoal;Rondônia;30202001934;-1111552778;-6111375
aldeias_pontos.fid--75d69c06_18603bad6f5_-1794;2335;LAPETANHA;43001;1100049;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.2988861111 -11.2211888889);Cacoal;Rondônia;30202001934;-1122118889;-6129888611
aldeias_pontos.fid--75d69c06_18603bad6f5_-1767;2314;LOBÓ;43001;5101407;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.2973611111 -11.2426055556);Aripuanã;Mato Grosso;30202001934;-1124260556;-6129736111
aldeias_pontos.fid--75d69c06_18603bad6f5_-1694;2329;MATERA;43001;1100049;12/07/2018;I;COORDENACAO REGIONAL DE CACOAL;POINT (-61.4081694444 -11.1037722222);Cacoal;Rondônia;30202001934;-1110377222;-6140816944
aldeias_pontos.fid--75d69c06_18603bad6f5_-1681;4005;MAUIRA Linha 12 (Cacique JOSÉ MOPIRANEME SURUI;43001;1100049;06/11/2019;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.2602777778 -11.2486666667);Cacoal;Rondônia;30202001934;-1124866667;-6126027778
aldeias_pontos.fid--75d69c06_18603bad6f5_-15bd;4004;NAPEKODAPADAKIPA - Linha 12 (Cacique ANINE SURUI);43001;1100049;06/11/2019;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.196 -11.2369166667);Cacoal;Rondônia;30202001934;-1123691667;-61196
aldeias_pontos.fid--75d69c06_18603bad6f5_-15ba;3879;NAQUIBE;43001;1101203;03/04/2019;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.4177972222 -10.9142111111);Ministro Andreazza;Rondônia;30202001934;-1091421111;-6141779722
aldeias_pontos.fid--75d69c06_18603bad6f5_-156a;3878;NOVA CANAÃ;43001;1100049;03/04/2019;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.1833333333 -11.2166666667);Cacoal;Rondônia;30202001934;-1121666667;-6118333333
aldeias_pontos.fid--75d69c06_18603bad6f5_-147e;2331;PAITER;43001;1100049;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.3631666667 -11.1048333333);Cacoal;Rondônia;30202001934;-1110483333;-6136316667
aldeias_pontos.fid--75d69c06_18603bad6f5_-145f;2327;PANÃG;43001;1101203;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.4177555556 -10.8513861111);Ministro Andreazza;Rondônia;30202001934;-1085138611;-6141775556
aldeias_pontos.fid--75d69c06_18603bad6f5_-13e0;2328;PAYAMAH (linha 07);43001;1101203;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.41225 -11.1037222222);Ministro Andreazza;Rondônia;30202001934;-1110372222;-6141225
aldeias_pontos.fid--75d69c06_18603bad6f5_-1387;2339;PIPIRA (NOVA PAITER);43001;1100049;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.1863416667 -11.2287);Cacoal;Rondônia;30202001934;-112287;-6118634167
aldeias_pontos.fid--75d69c06_18603bad6f5_-1361;2338;PLACA;43001;1100049;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.1868583333 -11.2477055556);Cacoal;Rondônia;30202001934;-1124770556;-6118685833
aldeias_pontos.fid--75d69c06_18603bad6f5_-10b8;2336;SETE DE SETEMBRO;43001;1100049;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.4188055556 -10.8518888889);Cacoal;Rondônia;30202001934;-1085188889;-6141880556
aldeias_pontos.fid--75d69c06_18603bad6f5_-faa;2315;TIKAN;43001;5101407;12/07/2018;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.29575 -11.246525);Aripuanã;Mato Grosso;30202001934;-11246525;-6129575
aldeias_pontos.fid--75d69c06_18603bad6f5_-f15;3758;UR-PEGAÊ (Linha 08);43001;1101203;29/03/2019;A;COORDENACAO REGIONAL DE CACOAL;POINT (-61.4088611111 -11.1037222222);Ministro Andreazza;Rondônia;30202001934;-1110372222;-6140886111
aldeias_pontos.fid--75d69c06_18603bad6f5_-1867;2521;KAWA;43101;1300805;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-59.9069166667 -4.86443888889);Borba;Amazonas;30202001871;-486443889;-5990691667
aldeias_pontos.fid--75d69c06_18603bad6f5_-10b4;2522;SETEMÃ;43101;1300805;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-60.0218333333 -4.89722222222);Borba;Amazonas;30202001871;-489722222;-6002183333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f35;4210;Akamassyron;43201;1507151;15/07/2020;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-48.6214444444 -5.87997222222);São Domingos do Araguaia;Pará;30202001906;-587997222;-4862144444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1dd8;469;Awussehé;43201;1507458;;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-48.7824333333 -5.90788611111);São Geraldo do Araguaia;Pará;30202001906;-590788611;-4878243333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1992;18;Ipirahy;43201;1507458;;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-48.758888888889 -5.9852777777778);São Geraldo do Araguaia;Pará;30202001906;-598527778;-4875888889
aldeias_pontos.fid--75d69c06_18603bad6f5_-1974;16;Itahy;43201;1507458;;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-48.6285 -5.9972222222222);São Geraldo do Araguaia;Pará;30202001906;-599722222;-486285
aldeias_pontos.fid--75d69c06_18603bad6f5_-1086;15;Sororó;43201;1507458;;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-48.639444444444 -5.93275);São Geraldo do Araguaia;Pará;30202001906;-593275;-4863944444
aldeias_pontos.fid--75d69c06_18603bad6f5_-f4d;19;Tukapehy;43201;1507458;;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-48.718930555556 -6.0069444444444);São Geraldo do Araguaia;Pará;30202001906;-600694444;-4871893056
aldeias_pontos.fid--75d69c06_18603bad6f5_-e38;17;Yetá;43201;1501758;;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-48.631569444444 -5.9699888888889);Brejo Grande do Araguaia;Pará;30202001906;-596998889;-4863156944
aldeias_pontos.fid--75d69c06_18603bad6f5_-107d;1892;SUCUBA;43301;1400050;17/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-61.16685 2.99318055556);Alto Alegre;Roraima;30202001955;299318056;-6116685
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f83;3179;ACAMPAMENTO CERROY;43401;5005400;11/09/2018;A;COORDENACAO REGIONAL DE DOURADOS;POINT (-55.8047222222 -21.4825);Maracaju;Mato Grosso do Sul;30202002011;-214825;-5580472222
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f7d;3180;ACAMPAMENTO LARANJAL;43401;5005004;11/09/2018;A;COORDENACAO REGIONAL DE DOURADOS;POINT (-56.1711111111 -21.5777777778);Jardim;Mato Grosso do Sul;30202002011;-2157777778;-5617111111
aldeias_pontos.fid--75d69c06_18603bad6f5_-1078;35;Sucuri´y;43401;5005400;;A;COORDENACAO REGIONAL DE DOURADOS;POINT (-55.115555555556 -21.649166666667);Maracaju;Mato Grosso do Sul;30202002011;-2164916667;-5511555556
aldeias_pontos.fid--75d69c06_18603bad6f5_-179f;2400;LAJE;43501;1400175;23/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.5528638889 2.62583611111);Cantá;Roraima;30202001955;262583611;-6055286389
aldeias_pontos.fid--75d69c06_18603bad6f5_-1067;1883;TABALASCADA;43501;1400175;16/05/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-60.5852527778 2.67266388889);Cantá;Roraima;30202001955;267266389;-6058525278
aldeias_pontos.fid--75d69c06_18603bad6f5_-1d80;2462;BARREIRINHA;43601;1301100;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-60.3237833333 -3.67028055556);Careiro;Amazonas;30202001871;-367028056;-6032378333
aldeias_pontos.fid--75d69c06_18603bad6f5_-197a;2463;ITABOCA;43601;1301100;24/07/2018;A;COORDENACAO REGIONAL DE MANAUS;POINT (-60.42835 -3.74255555556);Careiro;Amazonas;30202001871;-374255556;-6042835
aldeias_pontos.fid--75d69c06_18603bad6f5_-18d3;1702;JURIGUE;43701;5107602;30/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-54.4533166667 -16.5375361111);Rondonópolis;Mato Grosso;30202002025;-1653753611;-5445331667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1358;1699;POBORE;43701;5107602;30/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-54.5671444444 -16.5020111111);Rondonópolis;Mato Grosso;30202002025;-1650201111;-5456714444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1309;1700;praião;43701;5107602;30/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-54.5075444444 -16.5053611111);Rondonópolis;Mato Grosso;30202002025;-1650536111;-5450754444
aldeias_pontos.fid--75d69c06_18603bad6f5_-105b;1701;TADARIMANA;43701;5107602;30/04/2018;A;COORDENACAO REGIONAL DE CUIABA;POINT (-54.4673638889 -16.528475);Rondonópolis;Mato Grosso;30202002025;-16528475;-5446736389
aldeias_pontos.fid--75d69c06_18603bad6f5_-19f9;770;HAWALOHA;44001;5107776;21/10/2016;A;COORDENACAO REGIONAL ARAGUAIA TOCANTINS;POINT (-50.6216666667 -10.6413888889);Santa Terezinha;Mato Grosso;30202001962;-1064138889;-5062166667
